Reviews,Ratings,Orig_Reviews,no_of_characters,no_of_words,avd_Word_Length,Polarity,Subjectivity
noworry washing day one fully satisfied respect star,5,No-worry washing from day one.  Fully satisfied in all respects and that is why 5 stars.,84,15,4.533333333333333,0.5,1.0
less power consumption compare machine use pay robustly build,5,Less power consumption compared to any other machine. Use as we paid for it. Robustly built,89,16,4.625,-0.16666666666666666,0.06666666666666667
bad product working month request samsung service center fix issue worst ever product samsung,1,"Worst Product not working with in a month, Requested Samsung Service center to fix the issues. Worst ever product by Samsung",122,21,4.857142857142857,-0.6,0.5888888888888889
thank amazon fash delivery genuine product washing machine work well low noise level,5,Thank you Amazon for fash delivery. Genuine product. Washing machine works very well with low noise level.,103,17,5.117647058823529,0.2,0.4
simply superb meet need water cost less easy use compact size due small size fit easily bathroom fabric wash neatly power consumption also okay significant issue,5,Simply superb. It meets our needs. Water costs less. Easy to use. Compact size. Due to its small size it fits easily in the bathroom. The fabric washes very neatly. Power consumption also okay. No significant issues.,207,37,4.621621621621622,0.28888888888888886,0.587037037037037
excellent product family,5,Excellent product for a family of 4,34,6,4.666666666666667,1.0,1.0
overall good appliance inlet well outlet pipe short need purchase outside wise great buy,5,Overall Good appliance.. inlet as well as outlet pipes are short. Need to purchase for outside other wise great buy,112,20,4.65,0.3666666666666667,0.43333333333333335
overall good product samsung noise level also high performance good,5,Overall good product from Samsung. Noise level also not so high. Performance is very good.,87,15,4.866666666666666,0.39,0.43500000000000005
super product lot washing machine search finally samsung select good correct set middle class budget like malanti month work well compliant take without think sure,5,"Super product .. I did a lot of washing machine search. Finally, Samsung was selected as the best. Correct set for middle class budget like Malanti .. 8 Month works very well. No compliant .. Take it without thinking for sure",214,37,4.702702702702703,0.30666666666666664,0.6311111111111111
mother happygo itquality price good city,5,"My mother is very happy,Go for itQuality & Price is best in the city",66,13,4.076923076923077,0.7,0.6000000000000001
water supply pipe drain pipe short length might order long version want adjust machine desire place,4,"The water supply pipe and the drain pipe are very short in length , you might have to order a longer version if you want to adjust your machine in your desired place.",164,32,4.125,-0.025,0.35
hope less product hopeless service week washingmavhine get repair work properly due water stopage washing amazon useless service deliver reject product amazon,3,It is hope less product and hopeless service. With in a week washing.mavhine got repair and it was not working properly due to no water stopage after washing. Amazon is useless service and it was delivered rejected products by amazon,230,40,4.775,-0.2638888888888889,0.21388888888888888
nice one easily handle cloth family wash quick easy,5,Nice one and it can easily handle the cloths of a family of 6. Washing is quick and easy with it.,94,20,3.7,0.44999999999999996,0.7916666666666667
machine good issue lack heavy washing mode time take wash common competitor,3,This machine is good with only issue it lacks heavy washing mode. The time taken for washing is more than most common competitor,127,23,4.565217391304348,0.06666666666666665,0.5333333333333333
lock machineother button still worksother thing good,4,AFTER LOCK THE MACHINE____OTHER BUTTON STILL WORKS____OTHER THINGS ARE GOOD,67,10,5.8,0.7,0.6000000000000001
get k exchange nd buy samsung reliable worth money,5,"Got this under 11 k with exchange, 2nd buy with samsung , reliable and worth the money.",81,15,4.333333333333333,0.3,0.1
perfect washing clothesworth,5,Very perfect washing clothesWorth it,36,5,6.4,1.0,1.0
model value money product people need ful automatic washing machine rs go yes,4,Model is a value for money product. People who need a ful automatic washing machine below Rs 15000 can go for this. Yes,112,22,4.090909090909091,0.0,0.0
easy use bearable noise clean awesome good deal price range,5,"Easy to use, there is bearable noise but the cleaning is awesome. Good deal at this price range",93,18,4.222222222222222,0.625,0.7833333333333333
nice washing machine cost easy use quite demo installation do hour nice work samsung also deliver within day amazon look good washing machine cost go,5,"Nice washing machine at this cost. Very easy to use.. Very quite.. Demo and installation was done in 24 hours.. Nice work by Samsung.. Also delivered within 2 days by amazon.. If you are looking for a good washing machine at this cost, then go for it....",235,45,4.2,0.5833333333333333,0.8583333333333334
